outgoing,incoming,stops,duration,price,airline,departure_date,return_date
ZRH,YUL,1,"['15', '5']",480,"SWISS, LufthansaOperated by Helvetic Airways for Swiss International Air Lines",2024-08-30,2024-09-06
ZRH,YUL,1,"['13', '50']",480,"LufthansaAir Canada, SWISS",2024-08-30,2024-09-06
ZRH,YUL,1,"['11', '25']",489,"SWISS, Air Canada",2024-08-30,2024-09-06
ZRH,YUL,1,"['12', '40']",556,"SWISS, Austrian",2024-08-30,2024-09-06
ZRH,YUL,1,['11'],556,"AustrianAir Canada, SWISS",2024-08-30,2024-09-06
ZRH,YUL,1,"['15', '50']",440,KLMDelta,2024-08-31,2024-09-07
ZRH,YUL,1,"['15', '5']",480,"SWISS, LufthansaOperated by Helvetic Airways for Swiss International Air Lines",2024-08-31,2024-09-07
ZRH,YUL,1,"['13', '50']",480,"LufthansaAir Canada, SWISS",2024-08-31,2024-09-07
ZRH,YUL,1,"['11', '25']",489,"SWISS, Air Canada",2024-08-31,2024-09-07
ZRH,YUL,1,"['12', '40']",556,"SWISS, Austrian",2024-08-31,2024-09-07
ZRH,YUL,1,['11'],556,"AustrianAir Canada, SWISS",2024-08-31,2024-09-07
ZRH,YUL,1,"['13', '55']",579,Tap Air Portugal,2024-08-31,2024-09-07
ZRH,YUL,1,"['10', '50']",580,"SWISS, Air CanadaLufthansaOperated by Air Baltic",2024-08-31,2024-09-07
ZRH,YUL,1,"['11', '25']",589,"SWISS, Air CanadaOperated by Air Baltic",2024-08-31,2024-09-07
ZRH,YUL,1,['11'],636,"AustrianAir Canada, SWISS",2024-08-31,2024-09-07
ZRH,YUL,1,"['10', '30']",714,"SWISS, Air CanadaBrussels Airlines",2024-08-31,2024-09-07
ZRH,YUL,1,"['13', '55']",579,Tap Air Portugal,2024-09-01,2024-09-08
ZRH,YUL,1,"['10', '50']",580,"SWISS, Air CanadaLufthansaOperated by Air Baltic",2024-09-01,2024-09-08
ZRH,YUL,1,"['11', '25']",589,"SWISS, Air CanadaOperated by Air Baltic",2024-09-01,2024-09-08
ZRH,YUL,1,['11'],636,"AustrianAir Canada, SWISS",2024-09-01,2024-09-08
ZRH,YUL,1,"['10', '30']",714,"SWISS, Air CanadaBrussels Airlines",2024-09-01,2024-09-08
ZRH,YUL,1,"['13', '50']",539,"LufthansaAir Canada, SWISS",2024-09-01,2024-09-08
ZRH,YUL,1,['11'],541,"AustrianAir Canada, SWISS",2024-09-01,2024-09-08
ZRH,YUL,1,"['15', '50']",584,KLMDelta,2024-09-01,2024-09-08
ZRH,YUL,1,"['10', '30']",618,"SWISS, Air CanadaBrussels Airlines",2024-09-01,2024-09-08
ZRH,YUL,1,"['10', '50']",651,"SWISS, Air CanadaLufthansaOperated by Helvetic Airways for Swiss International Air Lines",2024-09-01,2024-09-08
ZRH,YUL,1,"['10', '20']",739,Air FranceDelta,2024-09-01,2024-09-08
ZRH,YUL,1,"['13', '50']",539,"LufthansaAir Canada, SWISS",2024-09-02,2024-09-09
ZRH,YUL,1,['11'],541,"AustrianAir Canada, SWISS",2024-09-02,2024-09-09
ZRH,YUL,1,"['15', '50']",584,KLMDelta,2024-09-02,2024-09-09
ZRH,YUL,1,"['10', '30']",618,"SWISS, Air CanadaBrussels Airlines",2024-09-02,2024-09-09
ZRH,YUL,1,"['10', '50']",651,"SWISS, Air CanadaLufthansaOperated by Helvetic Airways for Swiss International Air Lines",2024-09-02,2024-09-09
ZRH,YUL,1,"['10', '20']",739,Air FranceDelta,2024-09-02,2024-09-09
ZRH,YUL,1,['11'],541,"AustrianAir Canada, SWISS",2024-09-02,2024-09-09
ZRH,YUL,1,"['13', '55']",559,Tap Air Portugal,2024-09-02,2024-09-09
ZRH,YUL,1,"['12', '5']",589,Air FranceDelta,2024-09-02,2024-09-09
ZRH,YUL,1,['11'],541,"AustrianAir Canada, SWISS",2024-09-03,2024-09-10
ZRH,YUL,1,"['13', '55']",559,Tap Air Portugal,2024-09-03,2024-09-10
ZRH,YUL,1,"['12', '5']",589,Air FranceDelta,2024-09-03,2024-09-10
ZRH,YUL,1,"['13', '20']",424,"SWISS, Air Canada",2024-09-03,2024-09-10
ZRH,YUL,1,"['10', '50']",442,"SWISS, Air CanadaLufthansa",2024-09-03,2024-09-10
ZRH,YUL,1,['13'],442,"SWISS, Air CanadaLufthansaOperated by Air Baltic",2024-09-03,2024-09-10
ZRH,YUL,1,"['11', '25']",453,"SWISS, Air Canada",2024-09-03,2024-09-10
ZRH,YUL,1,"['10', '45']",464,"LufthansaAir Canada, SWISS",2024-09-03,2024-09-10
ZRH,YUL,1,"['10', '20']",739,Air France,2024-09-03,2024-09-10
ZRH,YUL,1,"['13', '20']",424,"SWISS, Air Canada",2024-09-04,2024-09-11
ZRH,YUL,1,"['10', '50']",442,"SWISS, Air CanadaLufthansa",2024-09-04,2024-09-11
ZRH,YUL,1,['13'],442,"SWISS, Air CanadaLufthansaOperated by Air Baltic",2024-09-04,2024-09-11
ZRH,YUL,1,"['11', '25']",453,"SWISS, Air Canada",2024-09-04,2024-09-11
ZRH,YUL,1,"['10', '45']",464,"LufthansaAir Canada, SWISS",2024-09-04,2024-09-11
ZRH,YUL,1,"['10', '20']",739,Air France,2024-09-04,2024-09-11
ZRH,YUL,1,"['20', '50']",404,Tap Air Portugal,2024-09-04,2024-09-11
ZRH,YUL,1,"['13', '55']",444,Tap Air Portugal,2024-09-04,2024-09-11
ZRH,YUL,1,"['11', '25']",453,"SWISS, Air Canada",2024-09-04,2024-09-11
ZRH,YUL,1,"['13', '32']",454,UnitedAir CanadaOperated by Republic Airways DBA United Express,2024-09-04,2024-09-11
ZRH,YUL,1,"['10', '45']",464,"LufthansaAir Canada, SWISS",2024-09-04,2024-09-11
ZRH,YUL,1,['11'],556,"AustrianAir Canada, SWISS",2024-09-04,2024-09-11
ZRH,YUL,1,"['20', '50']",404,Tap Air Portugal,2024-09-05,2024-09-12
ZRH,YUL,1,"['13', '55']",444,Tap Air Portugal,2024-09-05,2024-09-12
ZRH,YUL,1,"['11', '25']",453,"SWISS, Air Canada",2024-09-05,2024-09-12
ZRH,YUL,1,"['13', '32']",454,UnitedAir CanadaOperated by Republic Airways DBA United Express,2024-09-05,2024-09-12
ZRH,YUL,1,"['10', '45']",464,"LufthansaAir Canada, SWISS",2024-09-05,2024-09-12
ZRH,YUL,1,['11'],556,"AustrianAir Canada, SWISS",2024-09-05,2024-09-12
ZRH,YUL,1,"['11', '25']",453,"SWISS, Air Canada",2024-09-05,2024-09-12
ZRH,YUL,1,"['13', '32']",454,UnitedAir CanadaOperated by Republic Airways DBA United Express,2024-09-05,2024-09-12
ZRH,YUL,1,"['13', '55']",469,Tap Air Portugal,2024-09-05,2024-09-12
ZRH,YUL,1,"['17', '21']",473,Air Canada,2024-09-05,2024-09-12
ZRH,YUL,1,"['15', '17']",477,DeltaOperated by Endeavor Air DBA Delta Connection,2024-09-05,2024-09-12
ZRH,YUL,1,"['11', '10']",630,"Lufthansa, Air Canada",2024-09-05,2024-09-12
ZRH,YUL,1,"['10', '20']",653,Air France,2024-09-05,2024-09-12
ZRH,YUL,1,"['11', '25']",453,"SWISS, Air Canada",2024-09-06,2024-09-13
ZRH,YUL,1,"['13', '32']",454,UnitedAir CanadaOperated by Republic Airways DBA United Express,2024-09-06,2024-09-13
ZRH,YUL,1,"['13', '55']",469,Tap Air Portugal,2024-09-06,2024-09-13
ZRH,YUL,1,"['17', '21']",473,Air Canada,2024-09-06,2024-09-13
ZRH,YUL,1,"['15', '17']",477,DeltaOperated by Endeavor Air DBA Delta Connection,2024-09-06,2024-09-13
ZRH,YUL,1,"['11', '10']",630,"Lufthansa, Air Canada",2024-09-06,2024-09-13
ZRH,YUL,1,"['10', '20']",653,Air France,2024-09-06,2024-09-13
ZRH,YUL,1,"['10', '30']",559,"SWISS, Air CanadaBrussels Airlines",2024-09-06,2024-09-13
ZRH,YUL,1,"['12', '55']",569,Air Canada,2024-09-06,2024-09-13
ZRH,YUL,1,"['12', '5']",633,Air France,2024-09-06,2024-09-13
ZRH,YUL,1,"['10', '30']",559,"SWISS, Air CanadaBrussels Airlines",2024-09-07,2024-09-14
ZRH,YUL,1,"['12', '55']",569,Air Canada,2024-09-07,2024-09-14
ZRH,YUL,1,"['12', '5']",633,Air France,2024-09-07,2024-09-14
ZRH,YUL,1,['11'],561,"AustrianAir Canada, SWISS",2024-09-07,2024-09-14
ZRH,YUL,1,"['12', '55']",569,Air CanadaSWISS,2024-09-07,2024-09-14
ZRH,YUL,1,"['13', '30']",577,KLMDelta,2024-09-07,2024-09-14
ZRH,YUL,1,['11'],626,KLMDeltaOperated by KLM Cityhopper,2024-09-07,2024-09-14
ZRH,YUL,1,"['11', '25']",654,"SWISS, Air Canada",2024-09-07,2024-09-14
ZRH,YUL,1,['11'],561,"AustrianAir Canada, SWISS",2024-09-08,2024-09-15
ZRH,YUL,1,"['12', '55']",569,Air CanadaSWISS,2024-09-08,2024-09-15
ZRH,YUL,1,"['13', '30']",577,KLMDelta,2024-09-08,2024-09-15
ZRH,YUL,1,['11'],626,KLMDeltaOperated by KLM Cityhopper,2024-09-08,2024-09-15
ZRH,YUL,1,"['11', '25']",654,"SWISS, Air Canada",2024-09-08,2024-09-15
ZRH,YUL,1,"['14', '45']",443,"SWISS, Air Canada",2024-09-08,2024-09-15
ZRH,YUL,1,"['10', '30']",444,"SWISS, Air CanadaBrussels Airlines",2024-09-08,2024-09-15
ZRH,YUL,1,"['12', '25']",480,"SWISS, AustrianAir CanadaOperated by Edelweiss Air",2024-09-08,2024-09-15
ZRH,YUL,1,"['15', '17']",482,DeltaOperated by Endeavor Air DBA Delta Connection,2024-09-08,2024-09-15
ZRH,YUL,1,"['11', '10']",554,"Lufthansa, Air Canada",2024-09-08,2024-09-15
ZRH,YUL,1,"['10', '20']",980,Air France,2024-09-08,2024-09-15
ZRH,YUL,1,"['14', '45']",443,"SWISS, Air Canada",2024-09-09,2024-09-16
ZRH,YUL,1,"['10', '30']",444,"SWISS, Air CanadaBrussels Airlines",2024-09-09,2024-09-16
ZRH,YUL,1,"['12', '25']",480,"SWISS, AustrianAir CanadaOperated by Edelweiss Air",2024-09-09,2024-09-16
ZRH,YUL,1,"['15', '17']",482,DeltaOperated by Endeavor Air DBA Delta Connection,2024-09-09,2024-09-16
ZRH,YUL,1,"['11', '10']",554,"Lufthansa, Air Canada",2024-09-09,2024-09-16
ZRH,YUL,1,"['10', '20']",980,Air France,2024-09-09,2024-09-16
ZRH,YUL,1,"['13', '20']",442,"SWISS, Air Canada",2024-09-09,2024-09-16
ZRH,YUL,1,"['11', '25']",467,"SWISS, Air Canada",2024-09-09,2024-09-16
ZRH,YUL,1,"['15', '9']",477,DeltaOperated by Endeavor Air DBA Delta Connection,2024-09-09,2024-09-16
ZRH,YUL,1,"['12', '40']",480,"SWISS, Austrian",2024-09-09,2024-09-16
ZRH,YUL,1,"['13', '20']",442,"SWISS, Air Canada",2024-09-10,2024-09-17
ZRH,YUL,1,"['11', '25']",467,"SWISS, Air Canada",2024-09-10,2024-09-17
ZRH,YUL,1,"['15', '9']",477,DeltaOperated by Endeavor Air DBA Delta Connection,2024-09-10,2024-09-17
ZRH,YUL,1,"['12', '40']",480,"SWISS, Austrian",2024-09-10,2024-09-17
ZRH,YUL,1,"['11', '10']",440,"SWISS, Air CanadaLufthansa",2024-09-10,2024-09-17
ZRH,YUL,1,"['14', '30']",440,"Lufthansa, Air Canada",2024-09-10,2024-09-17
ZRH,YUL,1,['13'],440,"SWISS, Air CanadaLufthansaOperated by Air Baltic for Swiss International Air Lines",2024-09-10,2024-09-17
ZRH,YUL,1,"['15', '30']",443,"LufthansaAir Canada, SWISSOperated by Lufthansa CityLine",2024-09-10,2024-09-17
ZRH,YUL,1,"['11', '35']",454,"SWISS, Air Canada",2024-09-10,2024-09-17
ZRH,YUL,1,"['10', '20']",653,Air France,2024-09-10,2024-09-17
ZRH,YUL,1,"['11', '10']",440,"SWISS, Air CanadaLufthansa",2024-09-11,2024-09-18
ZRH,YUL,1,"['14', '30']",440,"Lufthansa, Air Canada",2024-09-11,2024-09-18
ZRH,YUL,1,['13'],440,"SWISS, Air CanadaLufthansaOperated by Air Baltic for Swiss International Air Lines",2024-09-11,2024-09-18
ZRH,YUL,1,"['15', '30']",443,"LufthansaAir Canada, SWISSOperated by Lufthansa CityLine",2024-09-11,2024-09-18
ZRH,YUL,1,"['11', '35']",454,"SWISS, Air Canada",2024-09-11,2024-09-18
ZRH,YUL,1,"['10', '20']",653,Air France,2024-09-11,2024-09-18
ZRH,YUL,1,"['14', '8']",428,Air CanadaOperated by Air Canada Express - Jazz,2024-09-11,2024-09-18
ZRH,YUL,1,"['11', '35']",438,"SWISS, Air Canada",2024-09-11,2024-09-18
ZRH,YUL,1,"['11', '25']",453,"SWISS, Air Canada",2024-09-11,2024-09-18
ZRH,YUL,1,"['12', '40']",466,"SWISS, AustrianAir Canada",2024-09-11,2024-09-18
ZRH,YUL,1,"['14', '8']",428,Air CanadaOperated by Air Canada Express - Jazz,2024-09-12,2024-09-19
ZRH,YUL,1,"['11', '35']",438,"SWISS, Air Canada",2024-09-12,2024-09-19
ZRH,YUL,1,"['11', '25']",453,"SWISS, Air Canada",2024-09-12,2024-09-19
ZRH,YUL,1,"['12', '40']",466,"SWISS, AustrianAir Canada",2024-09-12,2024-09-19
ZRH,YUL,1,"['12', '40']",427,"SWISS, Air CanadaUnited",2024-09-12,2024-09-19
ZRH,YUL,1,"['15', '30']",428,"LufthansaAir Canada, SWISSOperated by Lufthansa CityLine",2024-09-12,2024-09-19
ZRH,YUL,1,"['11', '35']",438,"SWISS, Air Canada",2024-09-12,2024-09-19
ZRH,YUL,1,"['11', '25']",453,"SWISS, Air Canada",2024-09-12,2024-09-19
ZRH,YUL,1,"['15', '9']",482,DeltaOperated by Endeavor Air DBA Delta Connection,2024-09-12,2024-09-19
ZRH,YUL,1,"['12', '40']",427,"SWISS, Air CanadaUnited",2024-09-13,2024-09-20
ZRH,YUL,1,"['15', '30']",428,"LufthansaAir Canada, SWISSOperated by Lufthansa CityLine",2024-09-13,2024-09-20
ZRH,YUL,1,"['11', '35']",438,"SWISS, Air Canada",2024-09-13,2024-09-20
ZRH,YUL,1,"['11', '25']",453,"SWISS, Air Canada",2024-09-13,2024-09-20
ZRH,YUL,1,"['15', '9']",482,DeltaOperated by Endeavor Air DBA Delta Connection,2024-09-13,2024-09-20
ZRH,YUL,1,"['14', '8']",443,Air CanadaOperated by Air Canada Express - Jazz,2024-09-13,2024-09-20
ZRH,YUL,1,"['13', '20']",447,"SWISS, Air Canada",2024-09-13,2024-09-20
ZRH,YUL,1,"['13', '55']",448,Air Canada,2024-09-13,2024-09-20
ZRH,YUL,1,"['13', '32']",468,UnitedAir CanadaOperated by Republic Airways DBA United Express,2024-09-13,2024-09-20
ZRH,YUL,1,"['10', '30']",483,"SWISS, Air CanadaBrussels Airlines",2024-09-13,2024-09-20
ZRH,YUL,1,"['10', '20']",713,Air France,2024-09-13,2024-09-20
ZRH,YUL,1,"['14', '8']",443,Air CanadaOperated by Air Canada Express - Jazz,2024-09-14,2024-09-21
ZRH,YUL,1,"['13', '20']",447,"SWISS, Air Canada",2024-09-14,2024-09-21
ZRH,YUL,1,"['13', '55']",448,Air Canada,2024-09-14,2024-09-21
ZRH,YUL,1,"['13', '32']",468,UnitedAir CanadaOperated by Republic Airways DBA United Express,2024-09-14,2024-09-21
ZRH,YUL,1,"['10', '30']",483,"SWISS, Air CanadaBrussels Airlines",2024-09-14,2024-09-21
ZRH,YUL,1,"['10', '20']",713,Air France,2024-09-14,2024-09-21
ZRH,YUL,1,"['14', '8']",489,Air CanadaOperated by Air Canada Express - Jazz,2024-09-14,2024-09-21
ZRH,YUL,1,"['21', '55']",490,"SWISS, Air CanadaOperated by Helvetic",2024-09-14,2024-09-21
ZRH,YUL,2,"['13', '40']",519,"SWISS, Lufthansa, Air CanadaOperated by Air Baltic for Swiss International Air Lines",2024-09-14,2024-09-21
ZRH,YUL,1,"['15', '50']",533,KLMDelta,2024-09-14,2024-09-21
ZRH,YUL,1,"['11', '10']",561,"SWISS, Air CanadaLufthansaOperated by Air Baltic",2024-09-14,2024-09-21
ZRH,YUL,1,"['11', '25']",614,"SWISS, Air Canada",2024-09-14,2024-09-21
ZRH,YUL,1,"['14', '8']",489,Air CanadaOperated by Air Canada Express - Jazz,2024-09-15,2024-09-22
ZRH,YUL,1,"['21', '55']",490,"SWISS, Air CanadaOperated by Helvetic",2024-09-15,2024-09-22
ZRH,YUL,2,"['13', '40']",519,"SWISS, Lufthansa, Air CanadaOperated by Air Baltic for Swiss International Air Lines",2024-09-15,2024-09-22
ZRH,YUL,1,"['15', '50']",533,KLMDelta,2024-09-15,2024-09-22
ZRH,YUL,1,"['11', '10']",561,"SWISS, Air CanadaLufthansaOperated by Air Baltic",2024-09-15,2024-09-22
ZRH,YUL,1,"['11', '25']",614,"SWISS, Air Canada",2024-09-15,2024-09-22
ZRH,YUL,1,"['13', '20']",424,"SWISS, Air Canada",2024-09-15,2024-09-22
ZRH,YUL,1,"['14', '8']",428,Air CanadaOperated by Air Canada Express - Jazz,2024-09-15,2024-09-22
ZRH,YUL,1,"['13', '20']",432,"SWISS, Air CanadaOperated by Air Baltic",2024-09-15,2024-09-22
ZRH,YUL,1,"['13', '25']",433,"SWISS, Air Canada",2024-09-15,2024-09-22
ZRH,YUL,1,"['19', '43']",464,"SWISS, Air CanadaUnitedOperated by Air Canada Express - Jazz",2024-09-15,2024-09-22
ZRH,YUL,1,"['12', '25']",466,"SWISS, AustrianAir CanadaOperated by Edelweiss Air",2024-09-15,2024-09-22
ZRH,YUL,1,"['13', '20']",424,"SWISS, Air Canada",2024-09-16,2024-09-23
ZRH,YUL,1,"['14', '8']",428,Air CanadaOperated by Air Canada Express - Jazz,2024-09-16,2024-09-23
ZRH,YUL,1,"['13', '20']",432,"SWISS, Air CanadaOperated by Air Baltic",2024-09-16,2024-09-23
ZRH,YUL,1,"['13', '25']",433,"SWISS, Air Canada",2024-09-16,2024-09-23
ZRH,YUL,1,"['19', '43']",464,"SWISS, Air CanadaUnitedOperated by Air Canada Express - Jazz",2024-09-16,2024-09-23
ZRH,YUL,1,"['12', '25']",466,"SWISS, AustrianAir CanadaOperated by Edelweiss Air",2024-09-16,2024-09-23
ZRH,YUL,1,"['13', '20']",424,"SWISS, Air Canada",2024-09-16,2024-09-23
ZRH,YUL,1,"['12', '40']",427,"SWISS, Air Canada",2024-09-16,2024-09-23
ZRH,YUL,1,"['12', '35']",444,"LufthansaSWISS, Air Canada",2024-09-16,2024-09-23
ZRH,YUL,1,"['11', '10']",446,"SWISS, Air CanadaLufthansa",2024-09-16,2024-09-23
ZRH,YUL,1,['11'],464,LufthansaAir Canada,2024-09-16,2024-09-23
ZRH,YUL,1,"['10', '20']",633,Air France,2024-09-16,2024-09-23
ZRH,YUL,1,"['13', '20']",424,"SWISS, Air Canada",2024-09-17,2024-09-24
ZRH,YUL,1,"['12', '40']",427,"SWISS, Air Canada",2024-09-17,2024-09-24
ZRH,YUL,1,"['12', '35']",444,"LufthansaSWISS, Air Canada",2024-09-17,2024-09-24
ZRH,YUL,1,"['11', '10']",446,"SWISS, Air CanadaLufthansa",2024-09-17,2024-09-24
ZRH,YUL,1,['11'],464,LufthansaAir Canada,2024-09-17,2024-09-24
ZRH,YUL,1,"['10', '20']",633,Air France,2024-09-17,2024-09-24
ZRH,YUL,1,"['13', '20']",424,"SWISS, Air Canada",2024-09-17,2024-09-24
ZRH,YUL,1,"['14', '8']",428,Air CanadaOperated by Air Canada Express - Jazz,2024-09-17,2024-09-24
ZRH,YUL,1,"['17', '21']",433,Air Canada,2024-09-17,2024-09-24
ZRH,YUL,1,"['11', '35']",438,"SWISS, Air Canada",2024-09-17,2024-09-24
ZRH,YUL,1,"['11', '25']",453,"SWISS, Air Canada",2024-09-17,2024-09-24
ZRH,YUL,1,"['10', '20']",737,Air France,2024-09-17,2024-09-24
ZRH,YUL,1,"['13', '20']",424,"SWISS, Air Canada",2024-09-18,2024-09-25
ZRH,YUL,1,"['14', '8']",428,Air CanadaOperated by Air Canada Express - Jazz,2024-09-18,2024-09-25
ZRH,YUL,1,"['17', '21']",433,Air Canada,2024-09-18,2024-09-25
ZRH,YUL,1,"['11', '35']",438,"SWISS, Air Canada",2024-09-18,2024-09-25
ZRH,YUL,1,"['11', '25']",453,"SWISS, Air Canada",2024-09-18,2024-09-25
ZRH,YUL,1,"['10', '20']",737,Air France,2024-09-18,2024-09-25
ZRH,YUL,1,"['17', '21']",433,Air Canada,2024-09-18,2024-09-25
ZRH,YUL,1,"['11', '35']",438,"SWISS, Air Canada",2024-09-18,2024-09-25
ZRH,YUL,1,"['11', '10']",440,"SWISS, Air CanadaLufthansa",2024-09-18,2024-09-25
ZRH,YUL,1,['23'],463,Austrian,2024-09-18,2024-09-25
ZRH,YUL,1,"['12', '40']",466,"SWISS, AustrianAir Canada",2024-09-18,2024-09-25
ZRH,YUL,1,"['13', '55']",524,Tap Air Portugal,2024-09-18,2024-09-25
ZRH,YUL,1,"['10', '20']",589,Air France,2024-09-18,2024-09-25
ZRH,YUL,1,"['17', '21']",433,Air Canada,2024-09-19,2024-09-26
ZRH,YUL,1,"['11', '35']",438,"SWISS, Air Canada",2024-09-19,2024-09-26
ZRH,YUL,1,"['11', '10']",440,"SWISS, Air CanadaLufthansa",2024-09-19,2024-09-26
ZRH,YUL,1,['23'],463,Austrian,2024-09-19,2024-09-26
ZRH,YUL,1,"['12', '40']",466,"SWISS, AustrianAir Canada",2024-09-19,2024-09-26
ZRH,YUL,1,"['13', '55']",524,Tap Air Portugal,2024-09-19,2024-09-26
ZRH,YUL,1,"['10', '20']",589,Air France,2024-09-19,2024-09-26
ZRH,YUL,1,"['11', '10']",446,"SWISS, Air CanadaLufthansa",2024-09-19,2024-09-26
ZRH,YUL,1,"['12', '40']",449,"SWISS, Air CanadaUnited",2024-09-19,2024-09-26
ZRH,YUL,1,"['11', '35']",460,"SWISS, Air Canada",2024-09-19,2024-09-26
ZRH,YUL,1,"['11', '25']",475,"SWISS, Air Canada",2024-09-19,2024-09-26
ZRH,YUL,1,['11'],533,KLMDelta,2024-09-19,2024-09-26
ZRH,YUL,1,"['10', '20']",1100,Air France,2024-09-19,2024-09-26
ZRH,YUL,1,"['11', '10']",446,"SWISS, Air CanadaLufthansa",2024-09-20,2024-09-27
ZRH,YUL,1,"['12', '40']",449,"SWISS, Air CanadaUnited",2024-09-20,2024-09-27
ZRH,YUL,1,"['11', '35']",460,"SWISS, Air Canada",2024-09-20,2024-09-27
ZRH,YUL,1,"['11', '25']",475,"SWISS, Air Canada",2024-09-20,2024-09-27
ZRH,YUL,1,['11'],533,KLMDelta,2024-09-20,2024-09-27
ZRH,YUL,1,"['10', '20']",1100,Air France,2024-09-20,2024-09-27
ZRH,YUL,1,"['14', '8']",455,Air CanadaSWISSOperated by Air Canada Express - Jazz,2024-09-20,2024-09-27
ZRH,YUL,1,"['15', '5']",492,"SWISS, LufthansaAir CanadaOperated by Helvetic",2024-09-20,2024-09-27
ZRH,YUL,1,['11'],577,KLMDelta,2024-09-20,2024-09-27
ZRH,YUL,1,"['11', '10']",601,"SWISS, Air CanadaLufthansaOperated by Helvetic",2024-09-20,2024-09-27
ZRH,YUL,1,"['10', '45']",601,"LufthansaAir Canada, SWISS",2024-09-20,2024-09-27
ZRH,YUL,1,"['10', '20']",697,Air France,2024-09-20,2024-09-27
ZRH,YUL,1,"['10', '30']",824,"SWISS, Air CanadaBrussels Airlines",2024-09-20,2024-09-27
ZRH,YUL,1,"['14', '8']",455,Air CanadaSWISSOperated by Air Canada Express - Jazz,2024-09-21,2024-09-28
ZRH,YUL,1,"['15', '5']",492,"SWISS, LufthansaAir CanadaOperated by Helvetic",2024-09-21,2024-09-28
ZRH,YUL,1,['11'],577,KLMDelta,2024-09-21,2024-09-28
ZRH,YUL,1,"['11', '10']",601,"SWISS, Air CanadaLufthansaOperated by Helvetic",2024-09-21,2024-09-28
ZRH,YUL,1,"['10', '45']",601,"LufthansaAir Canada, SWISS",2024-09-21,2024-09-28
ZRH,YUL,1,"['10', '20']",697,Air France,2024-09-21,2024-09-28
ZRH,YUL,1,"['10', '30']",824,"SWISS, Air CanadaBrussels Airlines",2024-09-21,2024-09-28
ZRH,YUL,1,['23'],480,"SWISS, Air CanadaLufthansa",2024-09-21,2024-09-28
ZRH,YUL,1,"['13', '50']",560,"LufthansaAir Canada, SWISS",2024-09-21,2024-09-28
ZRH,YUL,1,"['11', '25']",589,"SWISS, Air Canada",2024-09-21,2024-09-28
ZRH,YUL,1,"['10', '45']",635,"LufthansaAir Canada, SWISS",2024-09-21,2024-09-28
ZRH,YUL,1,['11'],636,"AustrianAir Canada, SWISS",2024-09-21,2024-09-28
ZRH,YUL,1,['23'],480,"SWISS, Air CanadaLufthansa",2024-09-22,2024-09-29
ZRH,YUL,1,"['13', '50']",560,"LufthansaAir Canada, SWISS",2024-09-22,2024-09-29
ZRH,YUL,1,"['11', '25']",589,"SWISS, Air Canada",2024-09-22,2024-09-29
ZRH,YUL,1,"['10', '45']",635,"LufthansaAir Canada, SWISS",2024-09-22,2024-09-29
ZRH,YUL,1,['11'],636,"AustrianAir Canada, SWISS",2024-09-22,2024-09-29
ZRH,YUL,1,"['17', '56']",474,UnitedAir CanadaOperated by Republic Airways DBA United Express,2024-09-22,2024-09-29
ZRH,YUL,1,"['13', '20']",485,"SWISS, Air Canada",2024-09-22,2024-09-29
ZRH,YUL,1,"['12', '25']",486,"SWISS, AustrianAir CanadaOperated by Edelweiss Air",2024-09-22,2024-09-29
ZRH,YUL,1,"['13', '20']",493,"SWISS, Air CanadaOperated by Air Baltic",2024-09-22,2024-09-29
ZRH,YUL,1,"['13', '55']",494,"SWISS, Air Canada",2024-09-22,2024-09-29
ZRH,YUL,1,"['17', '56']",474,UnitedAir CanadaOperated by Republic Airways DBA United Express,2024-09-23,2024-09-30
ZRH,YUL,1,"['13', '20']",485,"SWISS, Air Canada",2024-09-23,2024-09-30
ZRH,YUL,1,"['12', '25']",486,"SWISS, AustrianAir CanadaOperated by Edelweiss Air",2024-09-23,2024-09-30
ZRH,YUL,1,"['13', '20']",493,"SWISS, Air CanadaOperated by Air Baltic",2024-09-23,2024-09-30
ZRH,YUL,1,"['13', '55']",494,"SWISS, Air Canada",2024-09-23,2024-09-30
ZRH,YUL,1,"['13', '20']",424,"SWISS, Air Canada",2024-09-23,2024-09-30
ZRH,YUL,1,"['13', '55']",433,Air Canada,2024-09-23,2024-09-30
ZRH,YUL,1,"['11', '25']",453,"SWISS, Air Canada",2024-09-23,2024-09-30
ZRH,YUL,0,"['8', '20']",618,SWISSAir Canada,2024-09-23,2024-09-30
ZRH,YUL,1,"['10', '20']",801,Air FranceDelta,2024-09-23,2024-09-30
ZRH,YUL,1,"['13', '20']",424,"SWISS, Air Canada",2024-09-24,2024-10-01
ZRH,YUL,1,"['13', '55']",433,Air Canada,2024-09-24,2024-10-01
ZRH,YUL,1,"['11', '25']",453,"SWISS, Air Canada",2024-09-24,2024-10-01
ZRH,YUL,0,"['8', '20']",618,SWISSAir Canada,2024-09-24,2024-10-01
ZRH,YUL,1,"['10', '20']",801,Air FranceDelta,2024-09-24,2024-10-01
ZRH,YUL,1,"['13', '20']",424,"SWISS, Air Canada",2024-09-24,2024-10-01
ZRH,YUL,1,"['14', '30']",424,"Lufthansa, Air Canada",2024-09-24,2024-10-01
ZRH,YUL,1,['13'],438,"SWISS, Air Canada",2024-09-24,2024-10-01
ZRH,YUL,1,"['11', '35']",438,"SWISS, Air Canada",2024-09-24,2024-10-01
